#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_882","SAMN13450412","PRJNA231221","GCA_016028295.1","Complete",2.21658,37.4,"chromosome:NZ_CP065712.1/CP065712.1",,1,1985,"2020-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/028/295/GCA_016028295.1_ASM1602829v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/295/GCF_016028295.1_ASM1602829v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","NCTC12101","SAMEA3233547","PRJEB6403","GCA_900478415.1","Complete",2.21667,37.4,"chromosome 1:NZ_LS483491.1/LS483491.1",,1,1965,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/415/GCA_900478415.1_35910_E02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/478/415/GCF_900478415.1_35910_E02"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","JCM 2421","SAMD00294601","PRJDB11476","GCA_018323945.1","Complete",2.26305,37.4,"chromosome:NZ_AP024589.1/AP024589.1",,1,2046,"2021-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/323/945/GCA_018323945.1_ASM1832394v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/323/945/GCF_018323945.1_ASM1832394v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","DSM 20609","SAMN04158717","PRJNA298382","GCA_001500315.1","Contig",2.20171,37.3,,"LLER01",54,2011,"2016-01-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/500/315/GCA_001500315.1_ASM150031v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/500/315/GCF_001500315.1_ASM150031v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","NCTC 12101","SAMN05978007","PRJNA339206","GCA_002902455.1","Scaffold",2.20162,37.2,,"PPQW01",103,1989,"2018-01-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/902/455/GCA_002902455.1_ASM290245v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/902/455/GCF_002902455.1_ASM290245v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","DE0381","SAMN11792541","PRJNA543692","GCA_008764015.1","Scaffold",2.41686,37.4,,"VTQJ01",403,2157,"2019-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/764/015/GCA_008764015.1_FS508","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/764/015/GCF_008764015.1_FS508"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","Ani-GT-018","SAMN19114540","PRJNA609060","GCA_021367585.1","Contig",2.19515,37.2,,"JAHCOE01",29,2010,"2022-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/367/585/GCA_021367585.1_ASM2136758v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/367/585/GCF_021367585.1_ASM2136758v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","s52","SAMN09865988","PRJNA486830","GCA_016808715.1","Scaffold",2.27525,37.1,,"QVVG01",29,2058,"2021-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/715/GCA_016808715.1_ASM1680871v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/808/715/GCF_016808715.1_ASM1680871v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","ACRPT","SAMN17729877","PRJNA694925","GCA_022346665.1","Contig",2.27406,37.2,,"JAKREN01",40,2088,"2022-02-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/346/665/GCA_022346665.1_ASM2234666v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/346/665/GCF_022346665.1_ASM2234666v1"
"Staphylococcus auricularis","Bacteria;Terrabacteria group;Firmicutes","1H20","SAMN18793309","PRJNA722783","GCA_018408075.1","Contig",2.25151,37.1,,"JAGSWU01",53,2096,"2021-05-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/408/075/GCA_018408075.1_ASM1840807v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/408/075/GCF_018408075.1_ASM1840807v1"
